"plate_id","well","row","col","assay_stage","assay_mode","target_id","sample_id","peptide_id","expected_activity","control_type","concentration_uM","technical_replicate","biological_replicate","raw_od"
"SECONDARY_ANT_CURVE_B1","D07","D","07","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.03uM","PEP-002","antagonist","test_sample",0.03,1,1,1.1045
"SECONDARY_ANT_CURVE_B1","E07","E","07","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.03uM","PEP-003","artifact","test_sample",0.03,1,1,1.2018
"SECONDARY_ANT_CURVE_B1","F07","F","07","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_3uM","PEP-001","agonist","test_sample",3,1,1,1.1386
"SECONDARY_ANT_CURVE_B1","G07","G","07","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_3uM","PEP-002","antagonist","test_sample",3,1,1,0.4107
"SECONDARY_ANT_CURVE_B1","H07","H","07","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_3uM","PEP-003","artifact","test_sample",3,1,1,0.8809
"SECONDARY_ANT_CURVE_B1","A08","A","08","secondary","antagonist","TARGET_TLR8_DEMO","known_antagonist",NA,NA,"known_antagonist_control",1,2,1,0.3905
"SECONDARY_ANT_CURVE_B1","B08","B","08","secondary","antagonist","TARGET_TLR8_DEMO","known_antagonist",NA,NA,"known_antagonist_control",1,2,1,0.3742
"SECONDARY_ANT_CURVE_B1","C08","C","08","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.03uM","PEP-001","agonist","test_sample",0.03,2,1,1.2386
"SECONDARY_ANT_CURVE_B1","D08","D","08","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.03uM","PEP-002","antagonist","test_sample",0.03,2,1,1.0802
"SECONDARY_ANT_CURVE_B1","E08","E","08","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.03uM","PEP-003","artifact","test_sample",0.03,2,1,1.1666
"SECONDARY_ANT_CURVE_B1","F08","F","08","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_3uM","PEP-001","agonist","test_sample",3,2,1,1.1619
"SECONDARY_ANT_CURVE_B1","G08","G","08","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_3uM","PEP-002","antagonist","test_sample",3,2,1,0.4093
"SECONDARY_ANT_CURVE_B1","H08","H","08","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_3uM","PEP-003","artifact","test_sample",3,2,1,0.8786
"SECONDARY_ANT_CURVE_B1","A09","A","09","secondary","antagonist","TARGET_TLR8_DEMO","ipc_reference","PEP-001","agonist","inter_plate_calibrator",1,1,1,0.8003
"SECONDARY_ANT_CURVE_B1","B09","B","09","secondary","antagonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,1,NA
"SECONDARY_ANT_CURVE_B1","C09","C","09","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.03uM","PEP-001","agonist","test_sample",0.03,3,1,1.2357
"SECONDARY_ANT_CURVE_B1","D09","D","09","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.03uM","PEP-002","antagonist","test_sample",0.03,3,1,1.0885
"SECONDARY_ANT_CURVE_B1","E09","E","09","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.03uM","PEP-003","artifact","test_sample",0.03,3,1,1.1862
"SECONDARY_ANT_CURVE_B1","F09","F","09","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_3uM","PEP-001","agonist","test_sample",3,3,1,1.1566
"SECONDARY_ANT_CURVE_B1","G09","G","09","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_3uM","PEP-002","antagonist","test_sample",3,3,1,0.4279
"SECONDARY_ANT_CURVE_B1","H09","H","09","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_3uM","PEP-003","artifact","test_sample",3,3,1,0.8744
"SECONDARY_ANT_CURVE_B1","A10","A","10","secondary","antagonist","TARGET_TLR8_DEMO","ipc_reference","PEP-001","agonist","inter_plate_calibrator",1,2,1,0.7905
"SECONDARY_ANT_CURVE_B1","B10","B","10","secondary","antagonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,1,NA
"SECONDARY_ANT_CURVE_B1","C10","C","10","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.1uM","PEP-001","agonist","test_sample",0.1,1,1,1.207
"SECONDARY_ANT_CURVE_B1","D10","D","10","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.1uM","PEP-002","antagonist","test_sample",0.1,1,1,0.9191
"SECONDARY_ANT_CURVE_B1","E10","E","10","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.1uM","PEP-003","artifact","test_sample",0.1,1,1,1.1555
"SECONDARY_ANT_CURVE_B1","F10","F","10","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_10uM","PEP-001","agonist","test_sample",10,1,1,1.1331
"SECONDARY_ANT_CURVE_B1","G10","G","10","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_10uM","PEP-002","antagonist","test_sample",10,1,1,0.3831
"SECONDARY_ANT_CURVE_B1","H10","H","10","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_10uM","PEP-003","artifact","test_sample",10,1,1,0.8181
"SECONDARY_ANT_CURVE_B1","A11","A","11","secondary","antagonist","TARGET_TLR8_DEMO","ipc_reference","PEP-001","agonist","inter_plate_calibrator",1,3,1,0.8158
"SECONDARY_ANT_CURVE_B1","B11","B","11","secondary","antagonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,1,NA
"SECONDARY_ANT_CURVE_B1","C11","C","11","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.1uM","PEP-001","agonist","test_sample",0.1,2,1,1.219
"SECONDARY_ANT_CURVE_B1","D11","D","11","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.1uM","PEP-002","antagonist","test_sample",0.1,2,1,0.895
"SECONDARY_ANT_CURVE_B1","E11","E","11","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.1uM","PEP-003","artifact","test_sample",0.1,2,1,NA
"SECONDARY_ANT_CURVE_B1","F11","F","11","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_10uM","PEP-001","agonist","test_sample",10,2,1,1.1234
"SECONDARY_ANT_CURVE_B1","G11","G","11","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_10uM","PEP-002","antagonist","test_sample",10,2,1,0.3757
"SECONDARY_ANT_CURVE_B1","H11","H","11","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_10uM","PEP-003","artifact","test_sample",10,2,1,0.8064
"SECONDARY_ANT_CURVE_B1","A12","A","12","secondary","antagonist","TARGET_TLR8_DEMO","ipc_reference","PEP-001","agonist","inter_plate_calibrator",1,4,1,0.8174
"SECONDARY_ANT_CURVE_B1","B12","B","12","secondary","antagonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,1,NA
"SECONDARY_ANT_CURVE_B1","C12","C","12","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.1uM","PEP-001","agonist","test_sample",0.1,3,1,1.2291
"SECONDARY_ANT_CURVE_B1","D12","D","12","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.1uM","PEP-002","antagonist","test_sample",0.1,3,1,0.92
"SECONDARY_ANT_CURVE_B1","E12","E","12","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.1uM","PEP-003","artifact","test_sample",0.1,3,1,1.1606
"SECONDARY_ANT_CURVE_B1","F12","F","12","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_10uM","PEP-001","agonist","test_sample",10,3,1,1.1412
"SECONDARY_ANT_CURVE_B1","G12","G","12","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_10uM","PEP-002","antagonist","test_sample",10,3,1,0.385
"SECONDARY_ANT_CURVE_B1","H12","H","12","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_10uM","PEP-003","artifact","test_sample",10,3,1,0.8463
"COUNTER_ARTIFACT_B1","A01","A","01","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,1,1,0.1142
"COUNTER_ARTIFACT_B1","B01","B","01","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,1,1,0.1023
"COUNTER_ARTIFACT_B1","C01","C","01","counter","counter","TARGET_TLR8_DEMO","PEP-001_viability","PEP-001","agonist","viability_counter",10,1,1,0.9856
"COUNTER_ARTIFACT_B1","D01","D","01","counter","counter","TARGET_TLR8_DEMO","PEP-002_viability","PEP-002","antagonist","viability_counter",10,1,1,0.935
"COUNTER_ARTIFACT_B1","E01","E","01","counter","counter","TARGET_TLR8_DEMO","PEP-003_viability","PEP-003","artifact","viability_counter",10,1,1,0.5467
"COUNTER_ARTIFACT_B1","F01","F","01","counter","counter","TARGET_TLR8_DEMO","PEP-004_viability","PEP-004","unknown","viability_counter",10,1,1,0.9951
"COUNTER_ARTIFACT_B1","G01","G","01","counter","counter","TARGET_TLR8_DEMO","PEP-005_viability","PEP-005","unknown","viability_counter",10,1,1,0.8187
"COUNTER_ARTIFACT_B1","H01","H","01","counter","counter","TARGET_TLR8_DEMO","PEP-006_viability","PEP-006","unknown","viability_counter",10,1,1,0.9254
"COUNTER_ARTIFACT_B1","A02","A","02","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,2,1,0.095
"COUNTER_ARTIFACT_B1","B02","B","02","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,2,1,0.0842
"COUNTER_ARTIFACT_B1","C02","C","02","counter","counter","TARGET_TLR8_DEMO","PEP-001_viability","PEP-001","agonist","viability_counter",10,2,1,0.979
"COUNTER_ARTIFACT_B1","D02","D","02","counter","counter","TARGET_TLR8_DEMO","PEP-002_viability","PEP-002","antagonist","viability_counter",10,2,1,0.9149
"COUNTER_ARTIFACT_B1","E02","E","02","counter","counter","TARGET_TLR8_DEMO","PEP-003_viability","PEP-003","artifact","viability_counter",10,2,1,0.5007
"COUNTER_ARTIFACT_B1","F02","F","02","counter","counter","TARGET_TLR8_DEMO","PEP-004_viability","PEP-004","unknown","viability_counter",10,2,1,0.9918
"COUNTER_ARTIFACT_B1","G02","G","02","counter","counter","TARGET_TLR8_DEMO","PEP-005_viability","PEP-005","unknown","viability_counter",10,2,1,0.8019
"COUNTER_ARTIFACT_B1","H02","H","02","counter","counter","TARGET_TLR8_DEMO","PEP-006_viability","PEP-006","unknown","viability_counter",10,2,1,0.9091
"COUNTER_ARTIFACT_B1","A03","A","03","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,3,1,0.0884
"COUNTER_ARTIFACT_B1","B03","B","03","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,3,1,0.0693
"COUNTER_ARTIFACT_B1","C03","C","03","counter","counter","TARGET_TLR8_DEMO","PEP-001_viability","PEP-001","agonist","viability_counter",10,3,1,0.9608
"COUNTER_ARTIFACT_B1","D03","D","03","counter","counter","TARGET_TLR8_DEMO","PEP-002_viability","PEP-002","antagonist","viability_counter",10,3,1,0.9137
"COUNTER_ARTIFACT_B1","E03","E","03","counter","counter","TARGET_TLR8_DEMO","PEP-003_viability","PEP-003","artifact","viability_counter",10,3,1,0.5097
"COUNTER_ARTIFACT_B1","F03","F","03","counter","counter","TARGET_TLR8_DEMO","PEP-004_viability","PEP-004","unknown","viability_counter",10,3,1,0.998
"COUNTER_ARTIFACT_B1","G03","G","03","counter","counter","TARGET_TLR8_DEMO","PEP-005_viability","PEP-005","unknown","viability_counter",10,3,1,0.7848
"COUNTER_ARTIFACT_B1","H03","H","03","counter","counter","TARGET_TLR8_DEMO","PEP-006_viability","PEP-006","unknown","viability_counter",10,3,1,0.8966
"COUNTER_ARTIFACT_B1","A04","A","04","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,4,1,0.1123
"COUNTER_ARTIFACT_B1","B04","B","04","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,4,1,0.0883
"COUNTER_ARTIFACT_B1","C04","C","04","counter","counter","TARGET_TLR8_DEMO","PEP-001_no_cell","PEP-001","agonist","no_cell_interference",10,1,1,0.1039
"COUNTER_ARTIFACT_B1","D04","D","04","counter","counter","TARGET_TLR8_DEMO","PEP-002_no_cell","PEP-002","antagonist","no_cell_interference",10,1,1,0.0798
"COUNTER_ARTIFACT_B1","E04","E","04","counter","counter","TARGET_TLR8_DEMO","PEP-003_no_cell","PEP-003","artifact","no_cell_interference",10,1,1,0.411
"COUNTER_ARTIFACT_B1","F04","F","04","counter","counter","TARGET_TLR8_DEMO","PEP-004_no_cell","PEP-004","unknown","no_cell_interference",10,1,1,0.1062
"COUNTER_ARTIFACT_B1","G04","G","04","counter","counter","TARGET_TLR8_DEMO","PEP-005_no_cell","PEP-005","unknown","no_cell_interference",10,1,1,0.1687
"COUNTER_ARTIFACT_B1","H04","H","04","counter","counter","TARGET_TLR8_DEMO","PEP-006_no_cell","PEP-006","unknown","no_cell_interference",10,1,1,0.12
"COUNTER_ARTIFACT_B1","A05","A","05","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,1,1,0.2188
"COUNTER_ARTIFACT_B1","B05","B","05","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,1,1,0.1795
"COUNTER_ARTIFACT_B1","C05","C","05","counter","counter","TARGET_TLR8_DEMO","PEP-001_no_cell","PEP-001","agonist","no_cell_interference",10,2,1,0.0846
"COUNTER_ARTIFACT_B1","D05","D","05","counter","counter","TARGET_TLR8_DEMO","PEP-002_no_cell","PEP-002","antagonist","no_cell_interference",10,2,1,0.1143
"COUNTER_ARTIFACT_B1","E05","E","05","counter","counter","TARGET_TLR8_DEMO","PEP-003_no_cell","PEP-003","artifact","no_cell_interference",10,2,1,0.4065
"COUNTER_ARTIFACT_B1","F05","F","05","counter","counter","TARGET_TLR8_DEMO","PEP-004_no_cell","PEP-004","unknown","no_cell_interference",10,2,1,0.0999
"COUNTER_ARTIFACT_B1","G05","G","05","counter","counter","TARGET_TLR8_DEMO","PEP-005_no_cell","PEP-005","unknown","no_cell_interference",10,2,1,0.1565
"COUNTER_ARTIFACT_B1","H05","H","05","counter","counter","TARGET_TLR8_DEMO","PEP-006_no_cell","PEP-006","unknown","no_cell_interference",10,2,1,0.1111
"COUNTER_ARTIFACT_B1","A06","A","06","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,2,1,0.1998
"COUNTER_ARTIFACT_B1","B06","B","06","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,2,1,0.1769
"COUNTER_ARTIFACT_B1","C06","C","06","counter","counter","TARGET_TLR8_DEMO","PEP-001_no_cell","PEP-001","agonist","no_cell_interference",10,3,1,0.0842
"COUNTER_ARTIFACT_B1","D06","D","06","counter","counter","TARGET_TLR8_DEMO","PEP-002_no_cell","PEP-002","antagonist","no_cell_interference",10,3,1,0.096
"COUNTER_ARTIFACT_B1","E06","E","06","counter","counter","TARGET_TLR8_DEMO","PEP-003_no_cell","PEP-003","artifact","no_cell_interference",10,3,1,0.4082
"COUNTER_ARTIFACT_B1","F06","F","06","counter","counter","TARGET_TLR8_DEMO","PEP-004_no_cell","PEP-004","unknown","no_cell_interference",10,3,1,0.0871
"COUNTER_ARTIFACT_B1","G06","G","06","counter","counter","TARGET_TLR8_DEMO","PEP-005_no_cell","PEP-005","unknown","no_cell_interference",10,3,1,0.1827
"COUNTER_ARTIFACT_B1","H06","H","06","counter","counter","TARGET_TLR8_DEMO","PEP-006_no_cell","PEP-006","unknown","no_cell_interference",10,3,1,0.1134
"COUNTER_ARTIFACT_B1","A07","A","07","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,3,1,0.205
"COUNTER_ARTIFACT_B1","B07","B","07","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,3,1,0.1942
"COUNTER_ARTIFACT_B1","C07","C","07","counter","counter","TARGET_TLR8_DEMO","PEP-001_unrelated_reporter","PEP-001","agonist","unrelated_reporter",10,1,1,0.2095
"COUNTER_ARTIFACT_B1","D07","D","07","counter","counter","TARGET_TLR8_DEMO","PEP-002_unrelated_reporter","PEP-002","antagonist","unrelated_reporter",10,1,1,0.1711
"COUNTER_ARTIFACT_B1","E07","E","07","counter","counter","TARGET_TLR8_DEMO","PEP-003_unrelated_reporter","PEP-003","artifact","unrelated_reporter",10,1,1,0.6649
"COUNTER_ARTIFACT_B1","F07","F","07","counter","counter","TARGET_TLR8_DEMO","PEP-004_unrelated_reporter","PEP-004","unknown","unrelated_reporter",10,1,1,0.1603
"COUNTER_ARTIFACT_B1","G07","G","07","counter","counter","TARGET_TLR8_DEMO","PEP-005_unrelated_reporter","PEP-005","unknown","unrelated_reporter",10,1,1,0.3374
"COUNTER_ARTIFACT_B1","H07","H","07","counter","counter","TARGET_TLR8_DEMO","PEP-006_unrelated_reporter","PEP-006","unknown","unrelated_reporter",10,1,1,0.2017
"COUNTER_ARTIFACT_B1","A08","A","08","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,4,1,0.2067
"COUNTER_ARTIFACT_B1","B08","B","08","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,4,1,0.1767
"COUNTER_ARTIFACT_B1","C08","C","08","counter","counter","TARGET_TLR8_DEMO","PEP-001_unrelated_reporter","PEP-001","agonist","unrelated_reporter",10,2,1,0.1916
"COUNTER_ARTIFACT_B1","D08","D","08","counter","counter","TARGET_TLR8_DEMO","PEP-002_unrelated_reporter","PEP-002","antagonist","unrelated_reporter",10,2,1,0.1914
"COUNTER_ARTIFACT_B1","E08","E","08","counter","counter","TARGET_TLR8_DEMO","PEP-003_unrelated_reporter","PEP-003","artifact","unrelated_reporter",10,2,1,0.6791
"COUNTER_ARTIFACT_B1","F08","F","08","counter","counter","TARGET_TLR8_DEMO","PEP-004_unrelated_reporter","PEP-004","unknown","unrelated_reporter",10,2,1,0.1671
"COUNTER_ARTIFACT_B1","G08","G","08","counter","counter","TARGET_TLR8_DEMO","PEP-005_unrelated_reporter","PEP-005","unknown","unrelated_reporter",10,2,1,0.3258
"COUNTER_ARTIFACT_B1","H08","H","08","counter","counter","TARGET_TLR8_DEMO","PEP-006_unrelated_reporter","PEP-006","unknown","unrelated_reporter",10,2,1,0.2267
"COUNTER_ARTIFACT_B1","A09","A","09","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,1,1,1.3477
"COUNTER_ARTIFACT_B1","B09","B","09","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,1,1,1.3274
"COUNTER_ARTIFACT_B1","C09","C","09","counter","counter","TARGET_TLR8_DEMO","PEP-001_unrelated_reporter","PEP-001","agonist","unrelated_reporter",10,3,1,0.1863
"COUNTER_ARTIFACT_B1","D09","D","09","counter","counter","TARGET_TLR8_DEMO","PEP-002_unrelated_reporter","PEP-002","antagonist","unrelated_reporter",10,3,1,0.1772
"COUNTER_ARTIFACT_B1","E09","E","09","counter","counter","TARGET_TLR8_DEMO","PEP-003_unrelated_reporter","PEP-003","artifact","unrelated_reporter",10,3,1,0.6668
"COUNTER_ARTIFACT_B1","F09","F","09","counter","counter","TARGET_TLR8_DEMO","PEP-004_unrelated_reporter","PEP-004","unknown","unrelated_reporter",10,3,1,0.1883
"COUNTER_ARTIFACT_B1","G09","G","09","counter","counter","TARGET_TLR8_DEMO","PEP-005_unrelated_reporter","PEP-005","unknown","unrelated_reporter",10,3,1,0.3238
"COUNTER_ARTIFACT_B1","H09","H","09","counter","counter","TARGET_TLR8_DEMO","PEP-006_unrelated_reporter","PEP-006","unknown","unrelated_reporter",10,3,1,0.2064
"COUNTER_ARTIFACT_B1","A10","A","10","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,2,1,1.356
"COUNTER_ARTIFACT_B1","B10","B","10","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,2,1,1.3234
"COUNTER_ARTIFACT_B1","C10","C","10","counter","counter","TARGET_TLR8_DEMO","PEP-001_null_cell","PEP-001","agonist","null_cell_reporter",10,1,1,0.1466
"COUNTER_ARTIFACT_B1","D10","D","10","counter","counter","TARGET_TLR8_DEMO","PEP-002_null_cell","PEP-002","antagonist","null_cell_reporter",10,1,1,0.1732
"COUNTER_ARTIFACT_B1","E10","E","10","counter","counter","TARGET_TLR8_DEMO","PEP-003_null_cell","PEP-003","artifact","null_cell_reporter",10,1,1,0.4953
"COUNTER_ARTIFACT_B1","F10","F","10","counter","counter","TARGET_TLR8_DEMO","PEP-004_null_cell","PEP-004","unknown","null_cell_reporter",10,1,1,0.1429
"COUNTER_ARTIFACT_B1","G10","G","10","counter","counter","TARGET_TLR8_DEMO","PEP-005_null_cell","PEP-005","unknown","null_cell_reporter",10,1,1,0.2469
"COUNTER_ARTIFACT_B1","H10","H","10","counter","counter","TARGET_TLR8_DEMO","PEP-006_null_cell","PEP-006","unknown","null_cell_reporter",10,1,1,0.1912
"COUNTER_ARTIFACT_B1","A11","A","11","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,3,1,1.366
"COUNTER_ARTIFACT_B1","B11","B","11","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,3,1,1.3196
"COUNTER_ARTIFACT_B1","C11","C","11","counter","counter","TARGET_TLR8_DEMO","PEP-001_null_cell","PEP-001","agonist","null_cell_reporter",10,2,1,0.1507
"COUNTER_ARTIFACT_B1","D11","D","11","counter","counter","TARGET_TLR8_DEMO","PEP-002_null_cell","PEP-002","antagonist","null_cell_reporter",10,2,1,0.1606
"COUNTER_ARTIFACT_B1","E11","E","11","counter","counter","TARGET_TLR8_DEMO","PEP-003_null_cell","PEP-003","artifact","null_cell_reporter",10,2,1,0.4831
"COUNTER_ARTIFACT_B1","F11","F","11","counter","counter","TARGET_TLR8_DEMO","PEP-004_null_cell","PEP-004","unknown","null_cell_reporter",10,2,1,0.128
"COUNTER_ARTIFACT_B1","G11","G","11","counter","counter","TARGET_TLR8_DEMO","PEP-005_null_cell","PEP-005","unknown","null_cell_reporter",10,2,1,0.25
"COUNTER_ARTIFACT_B1","H11","H","11","counter","counter","TARGET_TLR8_DEMO","PEP-006_null_cell","PEP-006","unknown","null_cell_reporter",10,2,1,0.1879
"COUNTER_ARTIFACT_B1","A12","A","12","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,4,1,1.3827
"COUNTER_ARTIFACT_B1","B12","B","12","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,4,1,1.3221
"COUNTER_ARTIFACT_B1","C12","C","12","counter","counter","TARGET_TLR8_DEMO","PEP-001_null_cell","PEP-001","agonist","null_cell_reporter",10,3,1,0.1566
"COUNTER_ARTIFACT_B1","D12","D","12","counter","counter","TARGET_TLR8_DEMO","PEP-002_null_cell","PEP-002","antagonist","null_cell_reporter",10,3,1,0.1713
"COUNTER_ARTIFACT_B1","E12","E","12","counter","counter","TARGET_TLR8_DEMO","PEP-003_null_cell","PEP-003","artifact","null_cell_reporter",10,3,1,0.485
"COUNTER_ARTIFACT_B1","F12","F","12","counter","counter","TARGET_TLR8_DEMO","PEP-004_null_cell","PEP-004","unknown","null_cell_reporter",10,3,1,0.146
"COUNTER_ARTIFACT_B1","G12","G","12","counter","counter","TARGET_TLR8_DEMO","PEP-005_null_cell","PEP-005","unknown","null_cell_reporter",10,3,1,0.2557
"COUNTER_ARTIFACT_B1","H12","H","12","counter","counter","TARGET_TLR8_DEMO","PEP-006_null_cell","PEP-006","unknown","null_cell_reporter",10,3,1,0.1863
