"row","col","well","plate_id","assay_stage","assay_mode","target_id","sample_id","peptide_id","expected_activity","control_type","concentration_uM","technical_replicate","biological_replicate"
"H","09","H09","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_3uM","PEP-003","artifact","test_sample",3,3,1
"A","10","A10","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","ipc_reference","PEP-001","agonist","inter_plate_calibrator",1,2,1
"B","10","B10","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,1
"C","10","C10","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.1uM","PEP-001","agonist","test_sample",0.1,1,1
"D","10","D10","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.1uM","PEP-002","antagonist","test_sample",0.1,1,1
"E","10","E10","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.1uM","PEP-003","artifact","test_sample",0.1,1,1
"F","10","F10","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_10uM","PEP-001","agonist","test_sample",10,1,1
"G","10","G10","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_10uM","PEP-002","antagonist","test_sample",10,1,1
"H","10","H10","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_10uM","PEP-003","artifact","test_sample",10,1,1
"A","11","A11","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","ipc_reference","PEP-001","agonist","inter_plate_calibrator",1,3,1
"B","11","B11","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,1
"C","11","C11","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.1uM","PEP-001","agonist","test_sample",0.1,2,1
"D","11","D11","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.1uM","PEP-002","antagonist","test_sample",0.1,2,1
"E","11","E11","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.1uM","PEP-003","artifact","test_sample",0.1,2,1
"F","11","F11","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_10uM","PEP-001","agonist","test_sample",10,2,1
"G","11","G11","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_10uM","PEP-002","antagonist","test_sample",10,2,1
"H","11","H11","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_10uM","PEP-003","artifact","test_sample",10,2,1
"A","12","A12","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","ipc_reference","PEP-001","agonist","inter_plate_calibrator",1,4,1
"B","12","B12","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,1
"C","12","C12","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.1uM","PEP-001","agonist","test_sample",0.1,3,1
"D","12","D12","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.1uM","PEP-002","antagonist","test_sample",0.1,3,1
"E","12","E12","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.1uM","PEP-003","artifact","test_sample",0.1,3,1
"F","12","F12","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_10uM","PEP-001","agonist","test_sample",10,3,1
"G","12","G12","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_10uM","PEP-002","antagonist","test_sample",10,3,1
"H","12","H12","SECONDARY_ANT_CURVE_B1","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_10uM","PEP-003","artifact","test_sample",10,3,1
"A","01","A01","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,1,1
"B","01","B01","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,1,1
"C","01","C01","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-001_viability","PEP-001","agonist","viability_counter",10,1,1
"D","01","D01","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-002_viability","PEP-002","antagonist","viability_counter",10,1,1
"E","01","E01","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-003_viability","PEP-003","artifact","viability_counter",10,1,1
"F","01","F01","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-004_viability","PEP-004","unknown","viability_counter",10,1,1
"G","01","G01","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-005_viability","PEP-005","unknown","viability_counter",10,1,1
"H","01","H01","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-006_viability","PEP-006","unknown","viability_counter",10,1,1
"A","02","A02","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,2,1
"B","02","B02","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,2,1
"C","02","C02","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-001_viability","PEP-001","agonist","viability_counter",10,2,1
"D","02","D02","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-002_viability","PEP-002","antagonist","viability_counter",10,2,1
"E","02","E02","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-003_viability","PEP-003","artifact","viability_counter",10,2,1
"F","02","F02","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-004_viability","PEP-004","unknown","viability_counter",10,2,1
"G","02","G02","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-005_viability","PEP-005","unknown","viability_counter",10,2,1
"H","02","H02","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-006_viability","PEP-006","unknown","viability_counter",10,2,1
"A","03","A03","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,3,1
"B","03","B03","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,3,1
"C","03","C03","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-001_viability","PEP-001","agonist","viability_counter",10,3,1
"D","03","D03","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-002_viability","PEP-002","antagonist","viability_counter",10,3,1
"E","03","E03","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-003_viability","PEP-003","artifact","viability_counter",10,3,1
"F","03","F03","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-004_viability","PEP-004","unknown","viability_counter",10,3,1
"G","03","G03","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-005_viability","PEP-005","unknown","viability_counter",10,3,1
"H","03","H03","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-006_viability","PEP-006","unknown","viability_counter",10,3,1
"A","04","A04","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,4,1
"B","04","B04","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,4,1
"C","04","C04","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-001_no_cell","PEP-001","agonist","no_cell_interference",10,1,1
"D","04","D04","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-002_no_cell","PEP-002","antagonist","no_cell_interference",10,1,1
"E","04","E04","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-003_no_cell","PEP-003","artifact","no_cell_interference",10,1,1
"F","04","F04","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-004_no_cell","PEP-004","unknown","no_cell_interference",10,1,1
"G","04","G04","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-005_no_cell","PEP-005","unknown","no_cell_interference",10,1,1
"H","04","H04","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-006_no_cell","PEP-006","unknown","no_cell_interference",10,1,1
"A","05","A05","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,1,1
"B","05","B05","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,1,1
"C","05","C05","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-001_no_cell","PEP-001","agonist","no_cell_interference",10,2,1
"D","05","D05","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-002_no_cell","PEP-002","antagonist","no_cell_interference",10,2,1
"E","05","E05","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-003_no_cell","PEP-003","artifact","no_cell_interference",10,2,1
"F","05","F05","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-004_no_cell","PEP-004","unknown","no_cell_interference",10,2,1
"G","05","G05","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-005_no_cell","PEP-005","unknown","no_cell_interference",10,2,1
"H","05","H05","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-006_no_cell","PEP-006","unknown","no_cell_interference",10,2,1
"A","06","A06","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,2,1
"B","06","B06","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,2,1
"C","06","C06","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-001_no_cell","PEP-001","agonist","no_cell_interference",10,3,1
"D","06","D06","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-002_no_cell","PEP-002","antagonist","no_cell_interference",10,3,1
"E","06","E06","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-003_no_cell","PEP-003","artifact","no_cell_interference",10,3,1
"F","06","F06","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-004_no_cell","PEP-004","unknown","no_cell_interference",10,3,1
"G","06","G06","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-005_no_cell","PEP-005","unknown","no_cell_interference",10,3,1
"H","06","H06","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-006_no_cell","PEP-006","unknown","no_cell_interference",10,3,1
"A","07","A07","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,3,1
"B","07","B07","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,3,1
"C","07","C07","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-001_unrelated_reporter","PEP-001","agonist","unrelated_reporter",10,1,1
"D","07","D07","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-002_unrelated_reporter","PEP-002","antagonist","unrelated_reporter",10,1,1
"E","07","E07","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-003_unrelated_reporter","PEP-003","artifact","unrelated_reporter",10,1,1
"F","07","F07","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-004_unrelated_reporter","PEP-004","unknown","unrelated_reporter",10,1,1
"G","07","G07","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-005_unrelated_reporter","PEP-005","unknown","unrelated_reporter",10,1,1
"H","07","H07","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-006_unrelated_reporter","PEP-006","unknown","unrelated_reporter",10,1,1
"A","08","A08","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,4,1
"B","08","B08","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,4,1
"C","08","C08","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-001_unrelated_reporter","PEP-001","agonist","unrelated_reporter",10,2,1
"D","08","D08","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-002_unrelated_reporter","PEP-002","antagonist","unrelated_reporter",10,2,1
"E","08","E08","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-003_unrelated_reporter","PEP-003","artifact","unrelated_reporter",10,2,1
"F","08","F08","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-004_unrelated_reporter","PEP-004","unknown","unrelated_reporter",10,2,1
"G","08","G08","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-005_unrelated_reporter","PEP-005","unknown","unrelated_reporter",10,2,1
"H","08","H08","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-006_unrelated_reporter","PEP-006","unknown","unrelated_reporter",10,2,1
"A","09","A09","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,1,1
"B","09","B09","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,1,1
"C","09","C09","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-001_unrelated_reporter","PEP-001","agonist","unrelated_reporter",10,3,1
"D","09","D09","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-002_unrelated_reporter","PEP-002","antagonist","unrelated_reporter",10,3,1
"E","09","E09","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-003_unrelated_reporter","PEP-003","artifact","unrelated_reporter",10,3,1
"F","09","F09","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-004_unrelated_reporter","PEP-004","unknown","unrelated_reporter",10,3,1
"G","09","G09","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-005_unrelated_reporter","PEP-005","unknown","unrelated_reporter",10,3,1
"H","09","H09","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-006_unrelated_reporter","PEP-006","unknown","unrelated_reporter",10,3,1
"A","10","A10","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,2,1
"B","10","B10","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,2,1
"C","10","C10","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-001_null_cell","PEP-001","agonist","null_cell_reporter",10,1,1
"D","10","D10","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-002_null_cell","PEP-002","antagonist","null_cell_reporter",10,1,1
"E","10","E10","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-003_null_cell","PEP-003","artifact","null_cell_reporter",10,1,1
"F","10","F10","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-004_null_cell","PEP-004","unknown","null_cell_reporter",10,1,1
"G","10","G10","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-005_null_cell","PEP-005","unknown","null_cell_reporter",10,1,1
"H","10","H10","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-006_null_cell","PEP-006","unknown","null_cell_reporter",10,1,1
"A","11","A11","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,3,1
"B","11","B11","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,3,1
"C","11","C11","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-001_null_cell","PEP-001","agonist","null_cell_reporter",10,2,1
"D","11","D11","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-002_null_cell","PEP-002","antagonist","null_cell_reporter",10,2,1
"E","11","E11","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-003_null_cell","PEP-003","artifact","null_cell_reporter",10,2,1
"F","11","F11","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-004_null_cell","PEP-004","unknown","null_cell_reporter",10,2,1
"G","11","G11","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-005_null_cell","PEP-005","unknown","null_cell_reporter",10,2,1
"H","11","H11","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-006_null_cell","PEP-006","unknown","null_cell_reporter",10,2,1
"A","12","A12","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,4,1
"B","12","B12","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,4,1
"C","12","C12","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-001_null_cell","PEP-001","agonist","null_cell_reporter",10,3,1
"D","12","D12","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-002_null_cell","PEP-002","antagonist","null_cell_reporter",10,3,1
"E","12","E12","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-003_null_cell","PEP-003","artifact","null_cell_reporter",10,3,1
"F","12","F12","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-004_null_cell","PEP-004","unknown","null_cell_reporter",10,3,1
"G","12","G12","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-005_null_cell","PEP-005","unknown","null_cell_reporter",10,3,1
"H","12","H12","COUNTER_ARTIFACT_B1","counter","counter","TARGET_TLR8_DEMO","PEP-006_null_cell","PEP-006","unknown","null_cell_reporter",10,3,1
